steps,heart_rate_avg,max_heart,min_heart,raw_intensity_avg,hour,rate
0,81.1,92,75,32.15,19,1
156,80.62,91,76,39.3667,20,0
547,84.44,104,70,33.875,21,0
214,91.76,100,77,48.9444,9,0
230,101.58,112,94,54.6667,10,1
2944,111.5,125,97,76.5333,11,0
463,93.32,111,82,40.0303,12,1
885,104.82,114,95,53.8,13,0
590,106.87,118,96,54.5667,14,0
576,101.27,110,93,56.6833,15,0
328,98.22,116,78,40.25,16,0
1523,101.75,116,78,56.8167,17,0
168,84.88,100,75,31.0333,18,1
1082,83.81,99,72,44.3273,19,0
1454,100.62,120,75,66.2909,11,0
676,89.75,96,82,47.9,12,0
531,97.25,111,82,49.5667,13,0
1592,97.73,113,86,62.5167,14,0
977,90.73,120,76,41.2333,15,0
2868,99.68,118,83,73.7167,16,0
1188,104.82,116,92,68.3,17,0
2346,107.93,118,93,79.6667,18,0
1032,98,116,76,57.4571,19,0
33,86.81,99,78,34.9722,20,0
0,80,80,80,0,21,2
305,108.98,128,96,61.5,7,0
468,93.13,103,86,41.25,8,0
17,100.77,114,91,51.9667,9,1
92,88.52,95,83,46.5667,10,0
101,84.05,95,76,37.7011,11,0
640,90.13,103,83,41.2667,12,1
812,97.78,104,91,44.6712,13,0
2090,106.68,114,100,76.1667,14,0
0,86.02,105,72,23.1356,15,0
449,91.69,107,83,32.678,16,0
439,83.48,99,70,24.9833,17,0
887,94.03,105,76,49.9667,18,0
15,86.53,91,78,17.7167,19,1
613,96.17,112,83,37.5333,20,0
287,86.23,97,77,30.8667,21,0
0,80.33,86,70,61.6667,7,2
399,84.97,94,74,34.6167,8,0
812,92.78,110,76,48.4167,9,0
362,86.15,98,81,35.3167,10,0
349,87.97,101,71,41.6667,11,0
420,88.55,101,80,45.9333,12,0
620,84.4,101,74,37.1167,13,0
459,93.95,105,77,45.85,14,0
2817,98.6,119,86,69.0667,15,0
214,101,104,99,52.3333,16,2
1178,115.68,125,108,94.0526,7,2
215,97.87,115,89,30.9833,8,1
145,87.3,100,78,36.8167,9,0
453,82.48,91,77,44.4,10,0
690,92.75,104,81,42.35,11,0
806,91.93,111,81,43.8167,12,0
1722,93.57,111,76,50.55,13,0
544,84.45,117,66,23.3333,14,0
50,77.07,89,67,21.7333,15,0
0,68.95,79,66,2.33333,16,0
78,82.17,94,69,33.7167,17,0
1123,89.33,117,81,58.3667,18,0
1926,94.68,112,84,58.45,19,0
1051,97.93,113,82,52.3167,20,0
50,84.83,96,79,38.2333,21,0
1362,106.12,122,87,68.0208,7,0
1010,103.27,113,92,59.6333,8,0
226,88.78,104,78,39.7317,9,0
13,91.84,100,87,47.0182,16,1
181,87.37,95,78,47.4167,17,1
2801,102,117,82,73.4667,18,0
1940,89.55,101,82,59.7833,19,0
1602,91.2,105,81,57.1667,20,0
32,92.07,100,82,49.45,21,1
141,92.27,101,86,65.5455,8,1
76,87.89,99,72,46.5789,9,1
174,87.43,90,85,64.5652,10,0
1560,116.35,132,100,84.4865,11,0
565,91.22,109,80,44.5167,12,0
962,100.1,109,91,49.7167,13,0
601,95.28,111,87,50.65,14,0
495,97.45,108,91,53.0333,15,0
803,102.88,128,89,51.65,16,0
1493,99.65,111,85,63.4833,17,0
42,82.92,92,75,27.6833,18,1
18,79.68,88,74,16.5,19,1
0,73,76,71,15.7419,20,2
0,80,80,80,0,21,2
36,77.29,79,75,60.5714,8,2
513,99.78,115,77,56.4333,9,0
98,93.88,103,85,35.6667,10,0
1455,99.89,125,85,58,11,0
295,90.12,99,85,47.5833,12,0
456,94.95,105,87,42.2167,13,1
1365,95.68,114,84,58.0167,14,0
1650,91.67,117,77,56.7333,15,0
3145,103.32,127,83,72.55,16,0
2621,98.52,112,81,73.0667,17,0
69,82.27,91,76,21.4833,18,0
40,78.53,91,74,19.4333,19,0
44,77.65,86,71,21.8833,20,0
38,77.45,84,72,27.0167,21,1
1291,97.54,117,63,79.3171,8,0
189,93.33,114,85,35.55,9,0
611,92.03,103,81,49.8462,10,0
1269,93.46,111,80,52.766,11,0
1548,97.82,113,89,60.3333,12,0
1645,103.32,127,87,57.7,13,0
1413,93.47,112,81,47.65,14,0
1404,94.4,119,77,58.8833,15,0
1743,104.62,123,88,54.4333,16,0
290,89.47,117,75,32.65,17,0
52,75.63,85,67,25.1667,18,0
18,75.82,83,67,20.7333,19,1
0,77.18,85,71,25.25,20,1
50,74.72,84,68,25.8167,21,0
0,82.5,88,75,28.1538,8,2
17,90,94,85,40.1667,9,1
69,84.57,92,78,35.5273,10,0
86,85.52,98,66,50.4655,11,0
917,88.52,101,80,62.3333,12,0
1129,108.57,146,80,77.3,13,0
2205,102.73,140,75,59.4167,14,0
1526,85.57,107,73,54.3667,15,0
1202,92.15,106,76,53.7833,16,0
78,81.28,89,72,38.5333,17,0
3448,100.88,127,79,81.0167,18,0
2631,95.03,117,71,68.5833,19,0
11,81.23,91,75,45.5,20,0
46,86.73,103,76,42.7451,21,0
38,77.5,80,75,40.4375,7,1
32,84.75,95,76,45.7667,8,0
0,80.78,85,75,40.5833,9,1
178,78.75,86,74,38.5333,10,0
61,79.5,89,68,39.8,11,0
0,85.91,90,83,42.2727,14,1
0,87.28,97,82,44.2333,15,1
28,68.88,84,63,10.7,16,1
33,69.37,84,65,17.4833,17,0
11,72.07,76,68,18.8667,18,0
0,99.9,121,78,42.7167,19,1
0,75.03,92,69,16.3667,20,1
10,75.63,80,72,25.3148,21,1
1241,101.13,120,71,86.8667,7,0
301,102.97,122,89,39.1667,8,0
512,89.42,100,79,48.0667,9,0
333,102.12,110,95,51.6,10,0
775,99.73,109,89,52.5667,11,0
180,91.35,102,78,39.5,12,0
1235,80.05,102,75,50.15,13,0
1012,87.68,111,73,38.2167,14,0
27,71.97,80,67,15.4167,15,1
10,70.55,82,65,6.41667,16,1
59,71.5,79,65,11.0667,17,0
1635,96.02,114,73,54.7833,18,0
120,80.73,92,71,26.2667,19,0
0,80,80,80,0,21,2
1255,100.42,121,73,67.8125,7,0
1594,104.72,113,94,66.8167,8,0
81,81.6,95,76,30.2667,9,0
477,84.43,96,77,43.1833,10,0
286,94.87,107,86,44.4167,11,0
1460,99.23,114,90,66.4833,12,0
125,83.33,104,72,29.9833,13,0
1436,91.67,113,66,54.4333,14,0
1937,102.93,113,95,64.1017,15,0
60,84.48,88,80,30.28,16,0
1165,99.17,117,86,54.3,17,0
187,86.83,105,78,39.7333,18,0
20,82.42,100,76,40.4,19,0
0,83.32,103,75,39.3667,20,1
598,82.87,103,72,49.2545,21,0
13,74.96,78,72,12.3793,9,0
163,90.38,97,78,60.3429,10,0
1462,106.37,119,77,75.4884,11,0
399,90.28,107,81,44.2667,12,0
1274,99.05,104,91,61.1667,13,0
369,90.12,112,81,40.5167,14,0
296,97.58,118,85,52.7308,15,0
1548,98.37,106,88,54.6833,16,0
925,89.02,109,81,48.5366,17,0
1085,96.25,112,79,56.4865,18,0
0,77.57,84,74,20.9333,19,1
21,93.32,104,83,38.65,20,1
0,75.55,86,71,18.9833,21,1
0,80,80,80,0,9,2
72,95.09,103,86,48.0909,10,2
1511,106.27,122,92,71.8167,11,0
337,93.88,106,86,46.0333,12,0
434,99.47,107,92,52.2167,13,0
542,99.7,106,91,49.8,14,0
2016,96.28,111,86,62.6667,15,0
121,88.13,99,77,33.0333,16,0
0,78.18,91,70,19.1667,17,1
43,70.91,76,67,16.7021,18,1
1375,109.09,131,83,69.3409,8,0
363,101.37,108,87,51.35,9,0
240,85.35,105,74,29.1,10,0
628,92.22,106,83,42.1,11,0
1057,89.65,109,80,59.6,12,0
1365,93.53,116,72,49.6667,13,0
2346,90.27,119,68,70.8167,14,0
849,102.17,118,91,65.4833,15,0
3098,101.65,111,89,77.6667,16,0
234,78.09,100,70,26.8621,17,1
183,79.91,89,71,26.9519,18,1
2391,102.17,125,77,76.0833,19,0
0,86.62,104,74,19.8667,20,1
0,87.42,96,81,20.2167,21,1
38,75.88,81,70,45.5833,8,1
140,87.1,94,75,40.6441,9,0
0,80.92,88,70,20.3871,10,1
22,75.77,91,67,20.2167,11,0
0,80.6,88,75,27.8667,12,1
64,83.38,93,69,42.5,13,0
93,82.47,89,74,31.6216,14,0
147,78.78,89,71,30,15,0
25,74.48,82,69,30.2667,16,0
40,68.26,83,65,18.6505,17,0
32,75.32,83,68,27,18,0
24,81.63,93,69,36.2333,19,0
0,71.25,78,67,31.4833,20,1
2727,93.35,108,73,80.9833,21,0
23,79.94,84,78,48.5625,12,0
43,78.52,92,67,20.1167,13,0
2579,86.37,119,66,66.75,14,0
4756,108.28,114,101,100.45,15,0
54,91.68,111,81,38.9333,16,0
22,83.18,90,73,31,17,0
31,76.02,93,70,25.2727,18,0
0,81,81,81,19,19,2
0,80,80,80,0,21,2
1342,100.24,129,81,62.0169,7,0
335,98.75,122,88,44.05,8,0
464,91.57,104,80,45.5167,9,0
365,94.57,109,87,51.55,10,0
1152,100.97,112,92,51.1,11,0
247,93,104,80,32.3833,12,0
1209,87.28,117,80,49.6167,13,0
1207,101.95,121,84,58.1167,14,0
1005,92.03,112,84,62.8,15,0
1879,104.42,115,95,58.6333,16,0
2830,107.57,116,74,80.2766,17,0
115,88.4,95,78,47.55,18,0
15,88.73,112,73,33.1833,19,0
19,105.72,114,96,54.8167,20,0
29,82.87,109,74,29.4333,21,1
1276,105.87,124,94,70.2692,7,0
2015,115.37,124,104,76.1167,8,0
246,97.22,102,89,44.5667,9,0
434,95.68,109,84,53.8833,10,0
1460,106.63,116,98,64.4167,11,0
1373,99.2,112,84,59.3167,12,0
42,88.42,107,74,29.9833,13,0
547,85.53,100,73,39.7833,14,0
557,95.85,102,86,54.6,15,0
3482,101.23,116,74,76.8333,16,0
2647,99.27,118,73,69.5333,17,0
32,101.1,111,91,39.3333,18,2
119,93.11,101,83,52.7692,19,0
0,70,70,70,7.33333,21,2
58,88.93,99,72,67.6667,7,0
410,99.35,107,94,57.3,8,0
150,111.5,119,105,65.4667,9,0
211,110.02,123,97,56.45,10,0
307,98.65,106,90,34.45,11,0
181,88.18,97,83,31.6167,12,0
104,89.67,94,82,54,13,2
0,80,80,80,0,15,2
0,80,80,80,25,9,2
612,99.41,107,91,65.5882,10,0
1233,104.28,119,90,67.3167,11,0
525,94.8,112,82,51.4,12,0
976,95.45,105,82,54.4833,13,0
1144,99.73,113,90,59.1667,14,0
1136,93.18,117,72,44.8167,15,0
2946,96.67,116,71,81.2167,16,0
671,100.78,108,90,68.2333,17,0
589,97.7,114,85,61.2,18,0
2379,100.75,118,81,63.5333,19,0
0,76.53,81,72,17.7,20,0
0,78.88,90,73,20.7833,21,1
1223,99.11,121,75,85.4444,8,1
129,94.75,106,85,42.8667,9,0
870,89.43,102,79,51.8833,10,0
1063,98.92,107,82,51.55,11,0
1002,95.75,107,82,56.3,12,0
2347,100.3,118,74,64.45,13,0
1571,95.58,116,73,55.0833,14,0
805,88.42,105,79,36,15,0
1391,92.8,108,78,54.0167,16,0
10,80.55,86,76,23.7833,17,0
103,78.55,87,71,27.5667,18,0
34,77.97,84,74,32.2833,19,0
1453,87.55,114,71,45.3333,20,0
2101,93.52,108,79,63.8,21,0
232,86.83,99,70,40.0727,10,0
1430,102.87,116,92,69.0667,11,0
945,90.52,108,80,40.45,12,0
1391,100.68,110,87,53.6833,13,0
125,80.9,94,73,24.5167,14,0
1840,99.85,127,86,62.3833,15,0
2878,110.45,122,92,70.05,16,0
1899,100.03,123,85,58.0833,17,0
62,79.42,89,71,23.4833,18,0
15,77.65,82,75,14.5667,19,1
52,85.12,104,75,34.113,20,0
52,82.02,89,74,44.581,21,1
281,80.75,90,77,38.2083,16,0
718,94.15,108,85,56.8333,17,1
48,81.62,92,74,36.1833,18,1
371,86.18,95,77,40.6167,19,1
64,86.27,93,79,51.2167,20,0
0,78.55,85,68,51.55,21,1
1861,101.82,121,86,61.3818,15,0
1085,87,100,79,43.4333,16,0
874,96.43,114,76,49.5833,17,1
13,80.45,87,71,22.6,18,0
0,83.45,92,73,42.2,19,1
10,88.92,98,80,29.45,20,0
29,88.58,101,83,49.9,21,1
1281,99.73,121,77,74.2973,7,0
424,99.43,120,89,35.6,8,0
202,94.03,107,88,44.3333,9,0
442,86.17,96,81,44.1667,10,0
1208,104,116,92,55.3833,11,0
1429,95.28,117,79,49.8,12,0
10,78.95,88,76,8.73333,13,0
11,81.18,91,75,14.3333,14,1
0,84.52,97,76,9.26667,15,1
15,81.85,95,77,17.2791,16,2
738,89.81,97,74,58.1905,17,0
849,97.87,109,86,54.9167,18,0
24,86.6,96,77,48.1167,19,1
652,89.23,106,77,43.5,20,0
0,78.52,90,74,14.8833,21,1
0,70,70,70,15,9,2
1668,104.8,120,70,75.1167,11,0
697,99.38,113,90,57.6833,12,0
877,101.9,115,91,47.65,13,0
280,96.55,104,89,44.5,14,0
276,90.6,97,81,45.8833,15,0
311,95.62,106,86,53.5667,16,0
1639,92.82,107,84,64.3,17,0
559,93.22,112,84,43.0667,18,0
13,82.47,88,80,22.6,19,1
0,80.47,87,76,18.75,20,1
21,77.2,81,74,16.1333,21,1
0,80,80,80,0,9,2
1476,106.18,126,67,84.6579,11,0
351,96.73,104,89,51.2667,12,0
838,98.48,114,86,55.7167,13,0
1605,99.11,117,83,61.3939,14,0
2524,96.44,117,77,50.5806,15,0
23,76.63,85,73,12.0667,16,1
16,75.05,86,70,21.3333,17,1
56,81.58,86,75,37.9667,18,0
67,79.18,88,72,27.9833,19,1
0,84.03,88,81,20.0333,20,1
12,89.12,95,85,30.2667,21,0
58,87.05,103,61,37.3846,7,0
1502,106.57,121,97,69.45,8,0
127,99.61,119,90,43.2239,9,0
50,84.67,93,78,41.05,10,1
1402,91.17,100,78,52.0833,11,1
1525,91.9,109,80,51.038,12,0
662,86.43,116,71,34.6667,13,0
12,77.1,84,72,9.28333,14,1
45,74.33,88,70,18.0833,15,0
3249,93.77,112,72,84.95,16,0
1812,95.93,105,89,53.0833,17,0
2227,106.9,117,96,69.05,18,0
17,81.87,100,73,21.7333,19,1
12,87.03,96,79,51.5833,20,1
29,83.7,92,76,41.4333,21,0
0,80,80,80,0,9,2
0,84.91,92,71,43.3864,11,2
112,80.77,90,76,43.45,12,1
175,91.98,107,84,51.0167,13,1
80,85.27,93,79,56.2833,14,0
39,91.15,97,85,54.5833,15,1
163,90.53,106,75,48.1667,16,0
116,86.83,108,72,42.25,17,0
2454,97.92,115,84,78.05,18,0
293,87.48,93,83,36.2333,19,1
2097,95.27,117,85,67.1,20,0
550,91.48,108,78,48.6667,21,0
54,83.13,91,73,25.6562,9,0
144,88.13,96,80,46.3286,10,1
626,95.9,112,84,59.5833,11,0
56,87.56,98,80,60.0111,12,0
26,81.38,96,75,57.1,13,0
57,86.3,93,76,41.45,14,0
81,86.1,99,77,44.4333,15,0
53,91.42,103,78,41.7833,16,0
0,70.87,77,68,0.883333,17,1
12,80.53,89,71,50.85,18,1
36,80.44,84,75,41.825,19,0
0,80,80,80,0,21,2
1261,101.74,120,73,100.474,7,0
348,98.63,120,87,39.2833,8,0
275,86.38,99,78,37.3333,9,0
541,88.3,105,80,42.15,10,0
930,96.18,112,81,51.3667,11,0
188,82.38,90,77,35.75,12,0
1390,81.38,107,72,46.7667,13,0
940,91.25,113,78,52.6333,14,0
0,76.58,96,69,13.3667,15,1
20,70.97,77,65,5.65,16,1
28,69.15,83,66,7.51667,17,0
33,78.53,97,69,34.1333,18,1
13,92.25,104,86,53.85,19,0
18,84.92,105,70,34.15,20,1
0,76.65,83,71,44.9667,21,1
1314,111.23,125,100,87.2667,7,0
171,114.22,118,111,67.2222,8,1
47,90.11,98,80,55.2222,9,0
95,90.58,104,76,48.7143,10,1
1460,105.18,122,94,75.05,11,0
438,92.25,106,82,50.6,12,0
859,101.87,114,90,57.5667,13,0
347,87.47,105,77,44.9,14,0
401,96.02,110,85,45.6,15,0
450,87.8,99,75,36.6333,16,0
672,86.4,112,74,37.25,17,0
867,91.6,109,75,39.0833,18,0
134,75.8,84,73,26.8667,19,0
17,81.72,100,70,29.6333,20,1
74,85.52,98,69,57.65,21,1
0,80,80,80,0,9,2
1260,108.9,124,91,80.4138,11,0
236,93.55,105,83,49.9333,12,1
520,100.2,114,87,50.6,13,0
1994,97.29,122,84,58.4595,14,0
2862,106.96,125,84,63.8367,15,0
0,83.9,95,79,21.74,21,1
1087,86.12,102,75,61.3939,12,0
28,87.48,109,77,30.1667,13,0
13,92.84,101,82,44.2321,14,0
65,89,102,80,37.1,15,0
66,75.4,82,71,27.1,16,0
81,77.73,89,73,25.9333,17,0
0,70.57,82,67,14.5833,18,1
0,71.23,75,67,13.6,19,1
0,69.13,77,65,14.175,20,0
0,70,70,70,1.33333,21,2
0,80,80,80,0,21,2
1214,92.88,113,64,84.48,7,0
930,110.88,123,96,61.7667,8,0
126,90.5,105,84,33.5167,9,0
510,87.35,94,81,45.9833,10,0
533,93.5,108,85,50.4833,11,0
642,84.45,100,75,43.9333,12,0
603,91.37,99,84,41.5333,13,1
1183,90.05,114,72,43.95,14,1
0,70.8,83,64,10.05,15,1
0,69.77,73,68,2.88333,16,1
0,68.25,72,67,4.03333,17,0
0,80,80,80,0,9,2
79,81,90,70,53.8824,11,0
112,91.62,98,84,49.7333,12,0
39,91.33,100,83,45.5778,13,0
0,80,80,80,0,14,2
51,70.33,77,65,24.6667,15,0
70,78.88,97,66,41.5833,16,0
42,84,98,77,46.3167,17,0
29,83.8,91,78,43.2333,18,0
51,81.98,90,76,51.1,19,0
28,72.25,85,65,30.0667,20,0
56,85.82,97,74,44.5,21,0
1296,93.28,123,67,22.4679,8,0
182,94.57,111,85,16.6694,9,0
360,85.54,97,76,25.2473,10,0
672,89.92,102,76,46.9667,11,0
115,86.03,95,79,36.5167,12,0
742,79.88,90,74,39.2833,13,0
792,96.92,111,85,50.8667,14,0
31,82.35,92,73,32.4667,15,0
573,77.65,88,70,34.8333,16,0
912,86.75,106,75,42.4833,17,0
575,90.9,103,81,50.5,18,0
0,80,80,80,0,9,2
996,88.57,97,68,58.027,11,0
1634,93.03,109,84,53.9,12,0
1283,103.33,113,93,68.35,13,0
1408,94.67,112,83,53.6,14,0
1518,103.25,113,94,62.4667,15,0
1440,94.4,107,82,55.0333,16,0
203,98.57,121,81,53.7,17,0
459,88.3,103,77,59.8333,18,0
2839,96.2,113,88,74.2545,19,0
3116,96.8,115,75,54.8667,20,0
1993,99.04,121,78,48.7826,21,0
0,72.17,75,69,27.3333,7,1
0,81.17,90,75,28.8833,8,1
0,88.3,96,81,39.8833,9,1
0,78.69,87,70,34.7,10,0
847,91.79,105,78,58.0465,13,0
43,78.7,92,67,21.7833,14,1
24,79.67,84,73,33.2,15,1
0,87.28,97,81,35.325,16,0
0,80,80,80,0,21,2
1304,113.05,120,103,96.2727,7,0
303,102.32,119,91,34.9833,8,0
252,93.37,100,85,43.7,9,1
274,82.65,94,73,39.75,10,0
552,90.95,105,78,47.75,11,0
857,95.08,108,81,50.9833,12,0
1535,90.07,112,72,59.3167,13,0
1170,90.85,117,65,42.8333,14,0
0,70.73,75,67,3.56667,15,1
334,73.63,104,65,22.5167,16,0
1799,104.62,119,95,60.7,17,0
66,92.58,108,78,40.1833,18,0
0,88.93,96,82,25.9167,19,1
0,87.3,101,77,32.8833,20,1
563,93.2,114,73,43.0833,21,0
1307,96.68,113,64,87.9286,7,0
1395,102.97,111,87,58.7167,8,0
55,86.65,100,80,31.45,9,0
420,83.52,94,73,39.0833,10,0
391,92.35,101,81,45.7333,11,0
1074,95.18,105,89,60.0833,12,0
1924,97.52,117,70,55.5,13,0
44,78.48,92,70,17.4,14,0
0,76.53,89,72,11.65,15,1
1169,86.8,111,71,44.05,16,0
1520,103.28,121,97,57.6167,17,0
149,91.92,116,70,32.3,18,0
64,81.7,96,69,30.3833,19,0
0,81.38,90,70,34.6,20,1
0,81.4,93,73,27.3167,21,1
0,88.1,109,78,17.5333,9,1
0,63.86,66,61,54.5714,10,1
1716,109.28,131,69,78.5833,11,0
412,97.75,112,87,57.4167,12,0
827,104.85,115,98,55.4,13,0
687,96.73,105,89,54.4167,14,0
432,103.5,109,99,56.8167,15,0
519,96.47,105,88,51.4667,16,0
1175,88.52,119,77,53.4,17,0
512,88.72,111,74,29.25,18,0
1860,100.78,114,78,68.3333,19,0
0,81.62,88,75,26.9833,20,1
0,80.42,89,72,25.95,21,1
0,80,80,80,0,9,2
1240,93.19,110,63,72.9535,11,0
462,94.9,105,88,45.1667,12,0
491,93.55,103,84,40.6667,13,0
248,93.43,102,88,41.4833,14,0
1975,102.62,117,85,61.45,15,0
40,83.55,92,75,30.25,16,0
183,82.57,110,75,42.6333,17,0
2967,98.67,116,80,67.4667,18,0
1086,89.6,107,77,43.3667,19,0
2333,99.17,119,83,61.6,20,0
0,77.32,87,70,16.2833,21,1
1396,100.84,122,64,75.0222,8,0
206,99.97,122,89,38.4,9,0
439,98.58,111,89,49.7167,10,0
675,104.35,115,92,47.0167,11,0
552,98.42,109,89,42.6333,12,0
1891,103.29,118,90,69.4186,13,0
1065,80.79,95,61,51.0256,14,0
1336,93.67,124,77,46.9833,15,0
18,81.25,88,76,25.7,16,1
39,81.45,91,74,32.4333,17,0
1974,94.08,114,81,51.9,18,0
1006,91.58,108,81,44.4667,19,0
0,89,93,86,32.8182,20,1
0,88.27,96,82,15.9091,10,2
47,74.75,84,68,18.2,11,0
0,67.5,74,64,14.55,12,2
0,75.2,77,74,30.4286,14,2
120,99.77,106,93,55.8462,15,0
211,88.92,105,81,36.4167,16,0
1348,94,114,80,78.4667,17,0
0,82.62,113,71,25.0833,18,2
1349,84.42,101,67,50.4,19,0
0,78.7,85,74,29.3833,20,2
0,79,79,79,18,21,2
1122,83.4,106,61,61.8947,9,0
454,86.1,99,78,33.5833,10,0
1221,92.85,104,76,58.6,11,0
85,81.48,101,73,44.5833,12,0
59,72.47,81,65,40.4667,13,0
11,67.57,80,62,36.6667,14,1
95,75.93,87,61,44.1667,15,0
69,87.25,94,83,70.9167,16,2
0,70,72,68,16,10,2
40,79.05,100,63,36.5517,11,0
62,76,95,58,30.9831,12,0
0,67.3,93,58,9.81667,13,1
0,61.63,74,58,1.11667,14,0
3,87.57,118,62,36.2414,15,1
7,86.49,99,69,32.1455,16,1
16,80.57,95,69,40.7619,17,1
41,77,104,65,29.9649,18,0
23,73,87,62,46.8421,19,2
0,80,80,80,0,9,2
2789,102.53,130,74,83.7193,15,0
4805,114.93,130,97,99.7667,16,0
189,92.62,101,81,41.0667,17,0
0,75.9,90,70,18.4167,18,1
61,84.92,93,71,37.7833,19,0
11,83.12,90,78,23.7,20,1
0,80.98,89,76,28.6939,21,1
0,77,77,77,6,8,2
1577,94.81,112,64,62.8077,9,0
13,81.91,93,74,34.6667,10,0
1200,89.15,105,77,49.6441,15,0
11,72.97,80,68,16.2667,16,0
276,78.32,89,72,33.9,17,0
3094,94.87,104,79,83.9,18,0
901,85.47,106,68,32.0833,19,0
45,75.2,85,69,24.7333,20,0
304,77.35,112,47,55.4118,7,0
3024,92.62,126,48,87.7143,8,0
552,82.8,115,63,48.0545,9,0
622,81.84,111,57,52.1818,10,0
181,82.82,110,64,35.25,11,0
207,76.49,100,60,40.0943,12,0
274,79.79,112,59,41.3036,13,0
367,78.42,98,55,50.1356,14,0
90,81.56,103,63,28.2807,15,1
58,80.19,99,58,26.8983,16,1
64,74.37,104,64,25.5,17,0
3692,96.17,125,71,92.8814,18,0
932,81.04,112,62,46.6316,19,0
88,83.59,109,66,44.8103,20,0
168,82.62,108,62,42.1636,21,0
34,81,92,70,36.48,8,0
1438,112.57,132,92,68.5455,9,0
87,92.7,113,82,26.2833,10,0
109,81.08,91,73,27.0667,11,0
47,74.25,89,68,21.95,12,0
89,69.18,76,66,22.9167,13,0
300,73.92,80,70,46.28,14,0
80,78.79,86,69,34.4103,12,0
1615,89.18,107,70,63.9333,13,0
12,81.67,90,77,27.0333,14,0
13,80.3,84,75,26.0227,15,0
80,74.54,82,69,30.6939,17,0
411,83.9,94,76,40.0833,18,0
70,79.67,87,73,33.3833,19,0
2291,95.52,113,74,70.5167,20,0
84,83.14,95,65,53.2381,7,0
2495,91.47,123,68,69.8983,8,0
29,82.68,95,63,29,9,0
54,77.38,101,63,20.7167,10,0
286,78.65,112,62,33.2833,11,0
319,77.29,108,57,30.6102,12,0
1143,79.6,119,62,42.5333,13,0
263,85.23,107,67,20.7833,14,0
269,80.55,106,61,32.9167,15,0
3753,88.23,112,59,89.7333,16,0
1439,95.17,128,70,114.881,17,0
3348,93.27,125,72,113.983,18,0
1941,83.93,110,66,59.4746,19,0
161,84.79,100,72,39.3462,20,0
1536,88.9,116,71,74.1731,8,0
920,82.49,106,64,43.3051,9,0
89,80.55,104,61,24.1034,10,0
105,74.78,98,62,28,11,0
217,77.86,112,64,29.3158,12,0
368,80.42,105,64,41.4746,13,0
133,75.89,89,59,27.7679,14,1
551,77.06,107,61,38.5849,15,1
2653,89.5,114,68,80.2143,16,0
36,73.45,99,58,30.5517,17,1
0,72.86,97,60,28.9661,18,1
87,77.3,96,65,42.1333,19,1
51,74.25,107,62,32.6333,20,0
18,71.23,90,62,28.4333,21,0
283,85.68,119,68,67.3864,7,0
1468,82.53,118,60,60.9,8,0
208,78.98,96,65,35.9167,9,0
239,74.12,97,58,33.4667,10,0
375,77.98,95,62,43.8333,11,0
91,77.3,103,59,26.0333,12,1
240,78.37,102,61,33.8,13,0
0,77.25,94,59,18.1833,14,1
625,81.93,116,60,47.2542,15,0
729,81.32,103,62,52.8983,16,1
342,88.48,110,68,56.2333,17,0
202,82.88,106,71,47.1333,18,0
10,83.18,111,69,40.1,19,1
412,88.85,118,67,58.9667,20,0
1371,85.4,112,56,64.9833,21,0
613,110.75,115,108,88.25,21,0
15,83.95,90,72,26.381,9,0
24,83.03,91,76,30.6167,10,1
0,89.42,104,80,35.6833,11,1
69,86.22,102,70,32.3667,12,0
17,76.72,87,69,33.6154,13,0
1,74.5,75,74,44.5,14,2
0,82.13,94,68,33.4833,15,1
41,76.88,88,70,27.2333,16,0
18,84.38,93,77,41.2667,17,1
22,84.38,89,75,40.3333,18,1
41,79.13,92,73,44.1875,19,0
0,80,80,80,0,21,2
0,80,80,80,0,10,2
1582,109.44,121,92,85.38,11,0
412,99.45,119,92,40.5833,12,0
828,105.5,116,97,48.4,13,0
160,96.07,103,88,36.0167,14,0
1109,106.58,123,92,59.8667,15,0
1110,93.78,109,80,41.3,16,0
1784,91.88,104,82,52.8833,17,0
940,95.47,114,82,49.05,18,0
1155,98.07,120,83,41.4,19,0
0,87.63,93,75,18.4167,20,1
662,87.23,94,82,33.45,21,1
0,80,80,80,25,21,2
50,79.04,105,67,38.9259,7,1
1697,89.46,115,70,67.7119,8,0
269,83.27,111,65,34.1864,9,0
160,75.4,103,60,36.9429,10,0
70,92.5,99,85,41.9375,8,0
1771,102.5,118,89,64.7833,9,0
10,84.25,98,78,21.6,10,0
120,79.45,92,74,24.7667,11,0
11,71.42,75,68,15.5667,12,1
21,72.75,76,70,23.6,13,1
1305,85.83,97,74,55.9167,14,0
1529,84.73,105,73,56.8333,15,0
304,86.9,102,73,54.9167,16,0
103,72.75,80,67,32.5167,17,0
249,77.9,87,73,26.3833,18,0
838,77.62,95,70,47.5,19,0
1177,96.88,104,89,77.25,20,0
0,80,80,80,0,9,2
757,96.82,112,88,55.3158,10,1
1636,106,116,91,62.5167,11,0
270,90.63,96,84,39.9167,12,0
584,96.62,108,84,49.7333,13,0
329,96.08,114,85,39.3175,14,0
508,89.25,101,80,23.2667,15,0
1234,96.58,108,88,48.0825,16,0
279,97.97,115,84,32.6833,17,0
318,83.79,94,79,34.1864,18,0
11,73.75,78,61,28.75,8,2
1546,97.76,119,78,63.7692,9,0
