steps,heart_rate_avg,max_heart,min_heart,raw_intensity_avg,hour,rate
88,77.48,104,64,33.1167,17,0
13,71.8,84,67,23.5333,18,1
71,72.07,81,68,25.8475,19,0
202,77.88,97,63,34.0667,20,0
134,73.57,96,61,30.35,21,0
10,77.75,80,77,60.75,7,2
1255,83.62,99,74,46.7167,8,0
658,75.75,95,65,34.2833,9,0
80,69.12,80,64,18.8167,10,0
109,66.77,85,63,19.2333,11,0
307,79.06,97,63,33.2903,12,0
158,88.03,100,74,27.2,17,0
698,75.42,83,64,46.6949,18,0
32,73.57,83,69,20.95,19,0
346,88.22,103,77,44.0833,20,0
0,74.55,77,70,24.8462,21,2
23,70.93,81,65,18.9,7,0
63,70.3,85,65,28.5833,8,1
91,70.53,79,64,29.7833,9,1
351,79.57,92,66,45.25,10,0
393,85.62,95,76,44.0333,11,0
245,86.45,102,75,35.3333,12,0
108,76.72,82,71,27.7667,13,1
90,79.4,94,71,25.7,14,0
219,75.87,91,65,39.0333,15,0
156,74.22,88,65,31.1167,16,1
103,71.12,81,65,33.7667,17,0
1278,83.22,99,69,51.7,18,0
92,78.67,97,71,31.45,19,0
35,71.27,79,65,17.7667,20,0
256,73.97,87,66,34.85,21,0
51,72.53,75,70,36.5294,8,2
20,76.58,84,71,20.6667,9,1
84,73.42,78,68,26.4,10,0
159,66.78,73,61,29.2,11,0
90,70.22,81,64,33.5333,12,0
80,73.8,86,67,30.4,13,1
46,72.52,86,68,23.2,14,1
15,69.82,76,67,23.0833,15,1
50,61.17,67,52,23.5,16,0
78,68.03,83,61,26.0333,17,1
114,68.72,80,62,27.1667,18,1
61,69.55,73,67,24.5,19,1
12,66.15,74,62,17.3833,20,0
325,77.27,100,62,39.2667,21,1
16,73.22,80,65,19.3167,7,1
647,78.92,106,66,34.4667,8,0
1544,88.15,107,70,52,9,0
940,75.97,101,63,34.4833,10,0
208,65.05,75,61,21.2,11,0
623,76.7,89,61,33.9667,12,0
67,73.63,77,72,18.9833,13,1
173,72.13,79,68,24.5333,14,0
48,65.73,75,62,17.4333,15,0
47,64.67,71,60,20.3,16,0
723,82.78,106,65,37.6667,17,0
642,89.45,103,72,50.0678,18,0
0,75.5,80,69,19.9833,19,1
73,76.47,83,69,28.9167,20,0
151,76.5,84,72,35.3333,21,1
650,84.12,107,70,42.3846,8,0
1260,96.74,110,82,49.4746,9,0
38,72.14,87,68,20.3333,10,0
204,69.3,79,61,21.5667,11,0
304,71.97,97,63,25.5167,12,0
438,82.52,100,74,30,13,0
0,75.25,81,72,17.65,14,1
0,71.5,77,66,16.1167,15,1
0,73.47,82,67,18.3833,16,1
756,92.63,111,71,41.7167,17,0
529,87.08,110,70,38.7833,18,0
2128,93.8,110,71,64.5833,19,0
0,74.25,97,67,16.7833,20,1
71,77.1,83,71,18.65,21,0
0,80,80,80,0,9,2
36,103.48,120,87,38.5926,11,1
67,81.97,89,78,23.1167,12,0
51,82.62,92,76,28.5833,13,1
99,90.42,115,75,35.05,14,1
135,76.15,84,72,27.3833,15,0
143,78.03,94,71,36.1,16,0
32,72.08,78,68,26.3667,17,0
91,77.57,93,67,26.7667,18,0
118,73.38,80,68,25,19,0
0,65.88,69,64,15.6,20,0
92,71.53,80,64,30.4333,21,0
0,80,80,80,0,9,2
0,69.83,75,64,18.1667,11,0
12,73.43,79,68,22.25,12,0
94,73.3,95,66,27.0333,13,0
2316,84.7,108,67,67.1833,14,0
4185,99.58,107,91,91.6667,15,0
16,73.95,97,65,17.5,16,0
15,73.03,80,68,24.15,17,0
106,69.93,75,66,19.5167,18,0
32,69.22,81,63,24.8167,19,0
0,68.98,82,65,16.4,20,1
12,71.45,81,65,27.8333,21,1
30,68,69,66,42.6667,7,2
653,86.12,111,69,39.15,8,0
1230,91.63,108,84,45.5833,9,0
134,81.2,87,74,22.7333,10,0
77,68.62,73,63,21.6333,11,0
600,76.55,89,64,31.3833,12,0
164,74.45,84,67,25.4833,13,0
113,72.5,79,69,21.5833,14,0
110,72.65,82,66,26.5167,15,0
151,71.66,83,65,21.0175,16,0
977,90.87,110,71,52.1,17,0
54,89.2,107,77,26.8667,18,0
58,89.53,103,83,27.4,19,0
62,87.08,104,76,28.8667,20,0
0,74.75,76,73,20.3077,21,2
11,70.53,89,65,15.9667,7,0
683,76.67,113,64,34.5333,8,0
1699,96.3,112,82,57.0833,9,0
755,87.76,115,74,36.9831,10,0
0,73,79,69,20.9333,11,1
813,77.83,93,68,43.0833,12,0
16,69.35,80,63,19.1034,13,0
117,65.48,73,61,19.7167,14,1
79,68.8,78,65,18.7,15,0
0,62.3,77,57,12.5333,16,1
754,76.58,104,57,36.55,17,0
1011,99.2,112,84,46.3404,18,0
190,75.39,103,64,48.2955,19,0
58,83.83,104,76,25.0167,20,0
0,78.33,80,78,20.125,21,2
0,76.28,79,73,14.8,8,0
10,74.97,79,71,18.9667,9,0
167,77.73,87,72,29.9,10,0
408,75.63,85,67,34.1333,11,0
28,72.72,83,67,31.05,12,0
107,73.62,84,66,23.7167,13,0
231,76.33,84,69,28.55,14,0
174,76.05,81,73,23.4833,15,0
98,74.02,80,69,22.9167,16,0
41,77.02,92,71,27.1167,17,1
42,79.15,85,73,33.65,18,0
26,72.73,78,70,21.4667,19,0
107,69.45,85,62,27.0833,20,0
0,66.27,70,65,16.4667,21,0
568,83.31,95,73,58.7308,8,0
1538,82.4,120,62,53.3,9,0
129,74.73,112,63,23.8,10,0
165,69.41,87,62,25.8,11,0
796,75.32,95,61,40.4333,12,0
0,71.08,76,68,16.3167,13,1
0,69.53,77,66,17.0333,14,1
241,69.98,82,61,28.2712,15,0
0,67.7,73,64,14.8,16,0
743,81.2,101,68,40.2,17,0
569,80.3,93,65,46.1833,18,0
31,74.77,82,69,24.8333,19,0
40,73.78,84,68,25.1167,20,1
0,69.3,76,65,18.8167,21,1
538,80.74,89,69,53.087,17,0
205,87.52,97,73,45.4167,18,0
83,72.07,80,68,24.9833,19,1
24,72.2,81,69,21.1167,20,0
64,68.37,76,64,25.7333,21,0
0,81.68,86,79,25.1,9,2
30,80.5,89,74,19.2667,10,0
131,77.15,86,71,26.7167,11,0
124,71.13,79,67,22.4667,12,0
217,75.22,99,66,32.9167,13,0
185,68.87,85,63,30.8833,14,0
1561,91.02,104,81,61.1167,15,0
302,107,119,97,57.1,16,0
1128,109.13,120,101,66.35,17,0
342,94.3,113,79,38.7167,18,0
29,80.9,90,74,20,19,0
78,83.53,93,71,20.8833,20,0
0,69.55,77,66,13.55,21,1
0,80,80,80,0,9,2
77,74.27,83,71,48.6923,10,0
14,75.05,83,69,18.9,11,0
57,76.5,83,67,20.9,12,0
162,75.93,82,69,32.8833,13,0
170,73.82,83,66,30.4333,14,0
165,79.6,86,71,36.35,15,0
649,85.65,104,67,52.75,16,0
1134,98.83,106,89,62.8167,17,0
398,80.37,106,71,33.5333,18,0
534,120.08,172,86,51.4167,19,0
62,117.36,122,111,50.3333,20,0
0,80,80,80,0,21,2
28,74.23,81,69,36.8846,7,0
1056,84.5,105,68,44.6,8,0
772,82.72,101,69,39.9167,9,0
95,68,73,63,19.9333,10,0
0,62.12,71,58,17.7167,11,1
852,73.42,86,59,38.8,12,0
0,76.15,84,70,16.1167,13,1
159,73.15,82,69,18.7667,14,0
94,71.1,80,65,19.8833,15,0
0,66.52,72,62,19,16,0
912,84.43,109,61,41.4833,17,0
951,85.42,103,71,45.9667,18,0
29,73.45,83,70,20.85,19,0
38,76.97,87,69,25.3667,20,0
19,69.68,74,65,19.2667,21,1
0,66.39,70,64,12.5854,7,0
673,75.52,91,69,39.2333,8,0
624,76.98,102,62,39.9167,9,0
330,77.08,116,65,22.4833,10,0
153,66.8,81,61,22.8,11,0
632,76.15,88,60,33.0167,12,0
14,70.45,76,65,22.1667,13,0
242,68.28,77,63,26.2667,14,0
176,70.03,92,63,21.3,15,0
280,71.23,79,65,30.3333,16,0
996,82.02,111,69,42.6047,17,0
0,66.85,108,55,14.6538,18,1
99,68.3,85,56,27.7167,19,1
45,69.27,80,63,22.4833,20,1
19,69.48,82,65,20.75,21,1
85,74.02,79,67,34.0339,9,0
0,80.43,88,75,17.1333,10,0
0,74.25,78,69,20.75,11,0
0,64.55,92,60,14.0566,7,1
672,70.03,101,61,35.8833,8,0
853,80.77,114,68,44.6167,9,0
64,74.86,100,68,17.9767,10,0
101,67.62,74,63,17.9833,11,0
42,68.4,76,64,31.8667,12,0
0,88.25,90,87,16,17,2
639,84.07,106,69,41.9667,18,0
25,71.67,77,68,26.9667,19,0
28,72.43,79,68,21.2,20,0
69,70.96,76,67,25.6863,21,0
687,85.76,109,66,42.9216,8,0
849,85.07,114,71,37.5833,9,0
0,71.83,77,66,15.2,10,0
0,72.23,93,66,16.9667,11,1
805,79,86,70,41.1167,12,0
46,83.55,91,78,20.2667,13,0
0,77.53,83,73,18.8136,14,1
105,75.35,85,70,21.5,15,0
0,69.75,78,66,17.4,16,1
700,77.42,104,67,36.1833,17,0
661,76.7,90,66,46.7333,18,0
11,74.48,86,67,22.1833,19,1
147,85.78,93,75,33.5854,20,0
0,81.18,83,79,20.2727,10,0
0,74.95,85,65,18.4667,11,1
55,70.78,82,64,29.1667,12,0
0,67,82,61,15.6667,13,1
2561,101.63,122,66,75.6833,14,0
960,91.92,105,77,48.5333,15,0
117,78.1,85,69,28.6833,16,0
0,65.8,80,60,9.68333,17,1
0,59.27,66,55,7.83333,18,0
70,65.5,78,57,30.0667,19,0
83,70.78,81,65,23.3667,20,0
176,70.98,85,66,27.1833,21,0
0,80,80,80,0,9,2
37,78.63,88,69,22.3559,11,0
87,80.15,90,69,23.8333,12,1
192,75.48,87,66,36.4667,13,1
108,77.6,90,67,33.8833,14,1
14,70.93,77,64,18.6833,15,0
55,77.52,91,70,26.5333,16,1
16,72.27,78,68,18.2167,17,0
87,72.9,82,66,27.0333,18,0
0,61.92,66,58,13.0667,19,0
22,63.63,74,56,15.3333,20,0
89,64.2,78,58,19.7667,21,0
716,84.65,98,75,46.2222,8,0
1259,92.63,113,72,43.05,9,0
71,75.52,88,66,21.1167,10,1
0,66.27,77,62,18.7333,11,0
752,73.07,94,59,39.2667,12,0
0,72.17,78,70,14.8,13,0
126,67.23,75,63,23.3167,14,0
66,67.62,79,62,17.85,15,0
0,66.72,76,62,18.9667,16,1
1243,82.2,102,69,44.6833,17,0
626,80.12,101,71,42.6167,18,0
0,68.62,74,64,20.7667,19,1
96,74.68,89,68,27.6333,20,0
0,73,78,71,23.0833,21,2
12,73.73,85,68,20.1667,7,1
690,80.53,109,68,35.1833,8,0
1230,89,113,72,44.05,9,0
47,69.02,82,61,19.3333,10,0
0,62.28,67,59,15.3,11,0
0,63.57,70,61,16.2333,12,0
360,76,97,60,29.4167,13,0
510,85.55,98,71,36.4,14,0
0,70.4,77,67,18.9,15,0
0,69.4,75,65,17.2833,16,0
993,86.5,112,64,47.3833,17,0
927,89.32,100,78,52.4,18,0
0,77.17,87,70,19,19,0
52,81.77,91,76,30.4186,20,0
0,71.17,77,69,12.6389,7,0
702,78.47,106,69,36.6167,8,0
1474,88.42,100,71,50.2667,9,0
64,77.85,99,69,23.8,10,1
69,70.1,76,64,26.2667,11,0
708,74.47,86,66,34.6833,12,0
98,76.9,83,71,21.6102,13,0
124,75.65,89,63,25.6833,14,1
0,69.47,76,65,17.0333,15,0
21,67.08,71,63,19.7333,16,0
586,74.33,111,62,33.4,17,0
643,91.83,107,80,42.5167,18,0
39,83.13,111,67,25.6333,19,1
86,77.08,92,68,21.55,20,1
17,76.59,87,72,23.75,21,0
0,99.7,106,97,57.4,7,2
839,90.17,106,78,51.7333,8,0
688,90.53,105,80,40.4,9,0
0,75.58,84,71,18.8667,10,1
0,70.12,75,66,18.0167,11,1
753,76.15,85,67,39.1,12,0
51,74.82,81,71,23.5167,13,0
79,75.2,87,70,22.2833,14,0
16,69.62,75,66,19.8167,15,0
305,65.57,76,60,28.8333,16,0
989,77.02,94,68,41.4333,17,0
489,84.5,93,75,45.5,18,1
25,72.2,79,67,19.5333,19,0
60,72.33,77,70,18.7872,20,0
0,80,80,80,0,21,2
35,75.24,79,70,23.7381,10,1
49,76.38,85,69,24.2,11,0
159,81.82,90,76,31,12,1
133,72.7,80,63,33.6333,13,1
213,82.73,93,75,47.0667,14,1
26,73.29,81,69,21.3559,15,0
100,72.88,81,68,28.9167,16,0
41,70.03,80,64,23.5167,17,0
125,72.47,83,65,29.8833,18,0
1432,80.53,113,66,56.7833,19,0
231,82.72,113,65,37.5932,20,0
0,80,80,80,0,21,2
0,80,80,80,0,8,2
35,76.24,82,74,25.5294,9,0
128,79.22,90,69,31.4167,10,0
72,73.2,79,68,23.7,11,0
1760,98.45,120,70,69.9333,12,0
976,97.26,112,84,61.931,13,0
1182,87.97,112,73,42.3,14,0
0,91.19,97,75,23.963,15,1
11,94.38,100,90,23.5167,16,0
0,96.9,106,92,19.5833,17,0
530,94.93,109,90,32.9167,18,0
1322,97.95,113,75,51.4167,19,0
0,79.72,87,73,15.5208,20,2
17,81.85,86,78,29.8,21,0
29,71.33,77,68,25.3333,8,0
140,71.93,78,65,31,9,0
60,77.48,81,73,30.5667,10,0
0,75.83,83,71,20.0667,11,0
56,69.18,77,62,27.75,12,0
182,71.64,86,62,37.1864,13,0
874,87.98,99,81,58.9,14,0
898,84.27,98,73,35.2167,15,0
1859,88.07,102,73,55.3167,16,0
1390,86.13,110,72,38.0667,17,0
514,93.02,116,74,43.05,18,0
91,78.75,108,71,22.7333,19,0
63,73.95,85,70,18.6,20,0
0,77.75,83,75,19.3846,21,0
34,60.33,65,55,23,8,2
70,68.53,75,62,20.45,9,0
67,73.68,83,69,21.0167,10,0
92,73.68,79,71,27.0167,11,0
24,69.38,76,64,23.25,12,0
1367,81.17,99,66,52.2667,13,0
52,71.38,80,65,19.2,14,0
71,64.12,73,57,17.35,15,1
26,69.12,74,57,24.25,16,0
50,71.28,80,64,30.25,17,0
44,63.53,74,58,19.2167,18,0
0,63.55,88,58,20.4833,19,1
0,67.43,81,62,19.0833,20,1
118,70.22,76,62,29.15,21,0
0,80,80,80,0,9,2
0,91,91,91,33,10,2
17,76.25,80,74,20.65,11,1
39,75.22,83,64,25.6667,12,1
235,72.47,84,64,32.9,13,0
240,72.67,83,63,41.2167,14,1
46,77.78,84,74,21.0333,15,1
44,67.77,78,60,16.4667,16,0
81,71.03,80,60,34.3333,17,0
11,60.77,69,56,11.7833,18,0
36,66.87,81,56,15.45,19,0
0,67.63,77,61,19.4167,20,0
0,60.58,66,57,17.5667,21,0
0,66.73,72,62,18.7,7,0
77,67.93,77,62,21.2833,8,0
100,76.27,89,66,35.4667,9,1
144,80.18,98,73,35.25,10,0
53,69.62,79,64,21.0435,11,0
825,95.82,111,76,74.4706,13,2
957,91.1,108,72,42.2,14,0
32,70.88,78,65,19.5167,15,0
67,66.83,78,60,22.8333,16,0
14,68.86,74,65,20.339,17,2
41,68.38,85,60,27.3667,18,0
23,70.88,85,65,21.85,19,0
0,68.11,71,67,26.6,20,2
0,85,89,82,15.1429,15,0
558,83.25,93,76,39.2833,16,0
1319,82.58,88,78,45.5167,17,0
174,86.45,93,81,34.9,18,0
13,81.38,88,76,32,19,0
0,72.12,76,68,18.6471,9,0
350,86.2,105,74,34.6,10,0
820,100.74,112,90,51.8983,11,0
975,104.85,112,99,70.1667,12,0
283,96.13,113,82,39.8333,13,0
3954,109.02,121,97,95.6167,14,0
352,100.68,118,79,35.2167,15,0
210,94.25,105,80,41.95,16,0
13,79.65,89,71,21.2833,17,0
0,77.77,87,72,20.4667,18,0
270,80.33,104,70,37.6167,19,0
13,75.3,90,67,19.0667,20,1
16,70.92,79,68,21.95,21,0
0,70,70,70,0,9,2
0,75.59,82,73,14,10,0
50,79.18,84,73,23.6833,11,0
0,72.12,76,69,18.1167,12,0
156,79.27,92,70,30.3667,13,1
64,73.17,86,67,20.3667,14,0
193,72.78,83,66,30.6833,15,0
55,70.28,78,65,28.7167,16,0
94,68.98,77,65,27.1167,17,0
195,84.25,99,69,44.45,18,0
44,67.95,86,60,26.8333,19,0
145,69.13,81,61,24.55,20,0
0,67.75,72,62,20.7333,21,0
782,87.76,109,74,50.2241,8,0
1188,93.9,113,76,47.8667,9,0
5,74.87,101,66,18.5833,10,1
175,64.92,79,60,21.4333,11,0
759,73.42,87,62,37.3833,12,0
0,69.1,76,66,16.9333,13,0
400,66.93,75,63,26.3167,14,0
233,65.87,74,59,23.95,15,0
42,62.48,72,58,17.7833,16,0
1337,74.13,89,60,44.5,17,1
682,83.88,104,65,48.4,18,1
37,78.42,88,71,26.6167,19,1
120,78.88,91,71,33.1167,20,1
0,74.9,80,73,19.4545,21,2
778,79.96,104,64,41.3913,8,0
1201,89.93,118,76,52.3333,9,0
94,80.8,115,69,22.4211,10,0
0,67.92,74,64,16.5167,11,0
620,74.81,86,70,37.0667,12,0
228,77.92,104,69,25.1,13,0
80,71,81,63,23.4333,14,0
10,64.83,73,60,24.05,15,0
0,64.55,78,58,21.05,16,0
1096,85.57,110,63,44.8333,17,0
879,76.65,87,69,47.5667,18,0
0,72.57,80,68,19.4333,19,1
0,72.36,77,70,17.2647,20,0
0,80,80,80,0,21,2
130,74.34,87,67,33.4068,9,0
22,82.18,98,66,23.2333,10,0
186,78.12,90,67,35.05,11,0
77,71.18,76,66,29.1833,12,0
121,71.68,79,66,30.45,13,0
38,65.62,76,63,27.5,14,0
132,68.55,83,57,32.7833,15,1
176,72.83,87,64,36.2667,16,0
54,71.47,89,63,29.45,17,0
11,71.78,83,65,19.3833,18,0
1245,87.62,117,63,55.1167,19,0
64,82.45,93,79,27.381,20,2
34,64.82,75,61,19.0893,7,0
578,75.42,109,64,33.7667,8,0
1039,84.22,105,66,46.0167,9,0
0,64.73,72,61,18.4167,10,0
60,64.72,71,60,21.0333,11,0
728,73.95,91,61,36.5833,12,0
37,76.5,99,68,17.5667,13,0
14,73.42,81,60,23.2,14,0
0,71.13,75,67,22.7167,15,1
416,72.47,83,66,31,16,0
290,78.68,90,69,30.0667,17,1
1363,95.95,114,66,59.3333,18,0
22,71.05,93,64,24.65,19,0
10,77.27,85,70,20.6167,20,0
0,80.73,83,78,22.0833,21,2
51,70.49,79,65,23.3729,8,0
101,74.92,87,68,29.45,9,0
249,82.23,99,73,44.25,10,0
79,72.07,98,64,23.6,11,1
39,67.32,74,61,22.6167,12,0
920,84.85,101,69,55.2833,13,0
87,91.8,112,75,37.1667,14,0
64,86.38,102,75,28.2,15,0
1737,87.3,115,72,55.95,16,0
1255,101.67,117,84,57.7833,17,0
0,75.55,100,68,11.85,18,1
0,68.18,74,64,15.5333,19,0
141,78.4,99,65,31.3167,20,1
0,70.9,74,69,13.8,21,0
0,83.86,92,70,31.75,9,2
68,78.92,93,72,20.4333,10,1
104,71.4,80,66,22.7833,11,0
43,71.02,86,62,28.9333,12,0
84,67.93,103,61,26.1167,13,1
90,70.07,90,66,19.1167,14,0
166,77.5,84,69,48.9333,15,0
55,71.87,86,67,19.9833,16,0
158,74.68,81,70,37.85,17,0
29,67.85,83,64,17.6833,18,0
287,78.55,95,66,50.5,19,0
34,67.42,78,63,18.5333,20,0
0,69.55,74,68,27.2727,21,1
0,80,80,80,0,9,2
91,84.07,102,72,24.8261,10,0
57,80.03,86,76,25.5667,11,0
0,70.87,80,67,18.5167,12,0
51,68.65,75,64,19.65,13,0
22,69.78,81,66,17.55,14,0
2406,89.77,108,63,73.3833,15,0
4238,107.7,122,91,91.8,16,0
20,75.05,88,70,19.1833,17,0
91,85.13,109,75,26.65,18,1
0,78.22,89,74,15.7167,19,1
32,72.63,79,65,18.35,20,0
80,73.89,86,66,28.3056,21,0
550,87.18,95,83,36.2424,8,0
1483,95.82,109,86,51.45,9,0
38,78.08,87,69,20.0167,10,0
190,67.97,76,63,23.2,11,0
297,69.8,81,61,28.5667,12,0
388,79.63,97,68,29.6667,13,0
51,71.77,76,68,18.1333,14,0
88,67.8,73,63,22.2333,15,0
36,66.93,73,63,17.1167,16,0
624,75.65,111,65,34.1429,17,0
829,100.38,113,89,43.1333,18,0
55,84.73,113,74,31.65,19,0
31,77.87,83,73,20.5833,20,0
0,76.8,79,74,16.8,21,1
0,69.59,76,65,13.6296,7,0
622,75.8,113,65,40.0333,8,0
711,86.47,110,76,44.15,9,0
59,67.48,84,61,24,10,1
56,62.07,67,58,21.5667,11,0
786,75.58,91,63,39.5667,12,0
44,71.72,90,66,18.5333,13,0
156,68.25,77,64,18.1333,14,0
0,67.83,80,63,17.9167,15,2
128,66.6,76,60,25.3333,16,0
751,81.15,108,63,40.9167,17,0
610,89.73,104,70,44.6667,18,0
180,77.08,86,70,32.1333,19,0
24,78.67,82,76,17.5167,20,0
26,80.82,93,76,23.4872,21,0
21,80.42,93,71,27.1081,9,2
102,82.52,88,78,26.3167,10,0
0,74.57,79,70,15.0333,11,0
123,71.3,82,66,28.4667,12,0
172,77.39,83,70,41.4722,13,0
181,75.34,87,69,28.8205,15,0
50,71.28,87,65,25.1667,16,0
65,69.72,86,57,17.4167,17,0
17,63.62,71,54,16,18,0
43,76.08,89,67,28.95,19,0
0,81.11,84,78,22.8333,20,0
770,96.08,108,85,87.3333,19,0
0,77.86,84,69,28.8475,20,1
0,86.33,93,80,25.7667,21,1
0,64.74,75,60,17.8235,7,0
16,61.72,72,59,18.95,8,0
84,74.6,83,66,24.1833,9,0
53,73.57,80,68,28.75,10,0
25,68.73,73,65,27.2833,11,0
80,73.18,80,67,29.45,12,0
15,70.73,77,65,21.8333,13,0
309,75.98,86,65,33.7,14,0
26,75.71,83,72,32.625,15,2
0,71,71,71,30,16,2
121,76.18,89,67,32.0333,17,0
34,70.33,80,65,17.3,18,1
0,70.8,78,68,22.5833,19,0
0,69.4,73,64,21.45,20,0
14,66.92,72,64,16.8667,21,0
1341,102.09,121,83,77.1778,8,0
445,96.42,107,90,42.1,9,0
216,88.58,101,80,40.1333,10,0
718,99.08,114,83,50.0333,11,0
1396,98.15,113,89,60.9833,12,0
873,88.48,119,71,34,13,0
0,81.48,89,74,15.85,14,1
435,90.82,103,79,48.9667,15,0
2116,98.45,114,86,65.6,16,0
398,100.03,106,89,63.9333,17,0
313,89.5,102,82,51.25,18,0
1028,91.15,115,77,55.8833,19,0
1761,108.28,121,91,76.5897,20,0
257,79.18,94,70,52.1176,7,0
907,105.55,115,94,46.2,8,0
876,95.25,113,85,38.7333,9,0
0,75.95,86,69,18.3833,10,2
0,69.03,78,65,19.1333,11,2
447,75.07,94,65,34.2833,12,0
418,87.18,101,82,32.45,13,1
0,77.73,84,70,19.1333,14,1
0,77,81,70,24.6833,15,0
62,74.6,87,68,26.65,16,1
951,87.4,114,71,41.9833,17,0
1023,82.9,96,65,54.5,18,0
229,80.53,97,71,33.4333,19,0
51,76.55,86,69,24.9167,20,0
0,73,74,72,21.2222,21,2
0,80,80,80,0,9,2
361,68.38,77,62,85.75,11,0
941,93.53,111,82,51.3167,12,0
98,88.25,98,79,29.0833,13,0
11,84.18,91,81,41.9167,14,1
1247,95.77,112,82,61.0833,15,0
799,94.95,111,79,56.1026,16,0
28,77.59,85,71,18.2373,9,0
136,74.98,81,70,27.8136,10,0
180,78.5,90,71,37.2,11,0
256,74.02,79,68,32.5,12,0
141,74.8,84,66,28.0667,13,0
14,73.17,90,68,22.9,14,0
17,71.3,83,65,24.7667,15,1
104,70.67,79,65,30.0833,16,0
0,69.3,80,65,17.65,17,1
1098,75.59,98,63,48.25,18,0
740,75.66,96,65,34.3793,19,0
33,73.62,83,67,23.5088,20,0
1467,94.2,110,80,54.4833,21,0
13,78.08,86,72,42.6154,7,2
987,92.43,115,74,54.4833,8,0
874,90.68,111,80,44,9,0
11,74.13,84,68,20.9833,10,1
174,68.37,77,62,23.1333,11,0
739,79,100,63,46.4333,12,0
12,74.44,90,67,15.7368,13,0
141,71.73,80,68,23.55,14,0
0,64.73,77,62,15.25,15,0
165,66.12,70,61,33.075,16,0
1168,101.09,106,94,78.2,7,0
1388,104.95,114,98,71.6,8,0
102,94.23,107,83,33.45,9,0
371,95.87,107,82,42.2239,10,0
1280,99.4,110,84,47.2667,11,0
2597,98.53,120,87,56.5269,12,0
53,83.05,111,70,21.8167,13,0
1041,84.73,103,73,42.2333,14,0
1632,97.25,109,82,56.0833,15,0
1621,95.03,112,82,55.65,16,0
1085,94.4,107,84,47.95,17,0
13,81.27,89,74,10.3833,18,0
25,81.6,89,75,22.4167,19,0
70,83.3,93,77,28.1667,20,0
0,81.7,94,75,27.0833,21,2
18,68.5,70,67,46.3333,10,2
1509,103.57,126,69,68.0667,11,0
1897,115.52,135,101,57.9667,12,0
800,100.8,113,91,48.4167,13,0
490,105.82,124,98,49.2667,14,0
183,94.72,105,83,36.9167,15,0
722,94.02,107,83,50.0167,16,0
1392,97.83,112,84,50.1333,17,0
11,81.88,94,74,17.1833,18,0
0,75.43,88,69,11.2167,19,2
0,72.25,75,70,2.5,20,2
0,71.9,78,68,5.25,21,2
0,80,80,80,0,9,2
1298,105.6,126,82,76.2,11,0
1615,115.83,124,106,63.55,12,0
318,99.95,118,86,33.2167,13,0
840,97.33,107,89,47.3833,14,0
2982,114.07,128,100,77.8167,15,0
91,94.13,115,87,24.8167,16,0
0,90.3,95,88,15.2167,17,2
0,85.23,88,80,17.9,18,2
96,84.75,98,76,33.3667,19,0
46,80.88,91,73,15.5833,20,0
29,75.73,86,66,24.35,21,0
1339,101.49,126,80,75.2051,8,0
758,107.4,124,97,56,9,0
759,106.38,116,97,53.2,10,0
584,99.27,109,91,44.6833,11,0
1574,103.77,117,94,62.7833,12,0
905,99.97,117,88,45.7667,13,0
857,92.12,112,81,45.7333,14,0
3253,105.22,117,95,80.9667,15,0
2423,94.32,109,84,77.2333,16,0
474,95.9,106,85,43.6833,17,0
0,89.85,97,79,20.8667,18,2
46,90.55,96,87,27.85,19,0
36,88.1,93,79,21.8095,20,2
0,80,80,80,0,21,2
0,70,70,70,4.83333,9,2
1997,111.8,133,71,63.3725,10,0
565,105.38,122,94,39.8167,11,0
1701,104.17,116,91,71.7073,12,0
0,80,80,80,0,13,2
0,80,80,80,0,18,2
0,80,80,80,0,9,2
0,80,80,80,0,15,2
0,80,80,80,0,21,2
0,80,80,80,0,9,2
1269,112.98,122,106,66.561,11,0
71,88.77,109,83,46.5,12,0
34,84.18,96,79,45.1333,13,0
93,88.2,100,75,45.8167,14,0
14,83,88,80,38.95,15,0
89,86.58,98,81,42.3667,16,0
301,93.03,110,77,54.9167,17,0
67,85.18,96,76,37.1167,18,0
10,80.58,86,76,36.8667,19,0
13,81.8,91,73,36.2167,20,0
0,77.48,83,74,30.7833,21,2
0,80,80,80,0,9,2
0,80,80,80,0,15,2
0,80,80,80,0,21,2
0,80,80,80,6,9,2
0,80,80,80,0,10,2
1773,95.31,113,85,65.5161,15,0
137,89.3,110,73,33.45,16,0
283,89.28,99,75,68.55,17,0
116,83.42,95,76,34.6167,18,0
76,73.55,82,70,20.2333,19,0
190,76.93,89,70,73.375,20,0
0,80,80,80,0,21,2
0,80,80,80,0,8,2
0,80,80,80,0,10,2
0,101.5,102,101,58.5,12,2
13,88.72,102,84,48,13,0
54,88.3,102,80,40.45,14,0
26,84.88,98,78,43.3,15,0
161,86.56,95,79,48.5238,16,0
129,83.51,92,78,49.3684,17,0
2897,99.4,116,84,80.0333,18,0
642,83.17,99,77,33.8833,19,0
2374,92.98,105,77,65.2833,20,0
0,96.66,103,85,41.9487,21,2
0,80,80,80,0,9,2
138,76.64,88,69,44.1136,13,0
954,85.78,106,73,50.65,14,0
868,93.65,112,77,40.1333,15,0
0,73.87,81,70,17.4833,16,2
0,79.95,85,73,41.4667,17,2
155,79.87,89,73,38.2167,18,0
2332,97.8,112,81,69.1,19,0
