steps,heart_rate_avg,max_heart,min_heart,raw_intensity_avg,time_of_day,date,hour,user_id,feel
1365,93.53,116,72,49.6667,4,2023-10-06,13,87395,3
2346,90.27,119,68,70.8167,4,2023-10-06,14,87395,3
849,102.17,118,91,65.4833,4,2023-10-06,15,87395,3
3098,101.65,111,89,77.6667,5,2023-10-06,16,87395,3
234,78.09,100,70,26.8621,5,2023-10-06,17,87395,3
183,79.91,89,71,26.9519,5,2023-10-06,18,87395,4
2391,102.17,125,77,76.0833,5,2023-10-06,19,87395,4
0,86.62,104,74,19.8667,6,2023-10-06,20,87395,4
0,87.42,96,81,20.2167,6,2023-10-06,21,87395,4
38,75.88,81,70,45.5833,3,2023-10-07,8,87395,3
140,87.1,94,75,40.6441,3,2023-10-07,9,87395,3
0,80.92,88,70,20.3871,3,2023-10-07,10,87395,3
22,75.77,91,67,20.2167,3,2023-10-07,11,87395,3
0,80.6,88,75,27.8667,4,2023-10-07,12,87395,3
64,83.38,93,69,42.5,4,2023-10-07,13,87395,3
93,82.47,89,74,31.6216,4,2023-10-07,14,87395,3
147,78.78,89,71,30.0,4,2023-10-07,15,87395,3
25,74.48,82,69,30.2667,5,2023-10-07,16,87395,3
40,68.26,83,65,18.6505,5,2023-10-07,17,87395,3
32,75.32,83,68,27.0,5,2023-10-07,18,87395,3
24,81.63,93,69,36.2333,5,2023-10-07,19,87395,3
0,71.25,78,67,31.4833,6,2023-10-07,20,87395,3
2727,93.35,108,73,80.9833,6,2023-10-07,21,87395,3
23,79.94,84,78,48.5625,4,2023-10-08,12,87395,3
43,78.52,92,67,20.1167,4,2023-10-08,13,87395,3
2579,86.37,119,66,66.75,4,2023-10-08,14,87395,3
4756,108.28,114,101,100.45,4,2023-10-08,15,87395,3
54,91.68,111,81,38.9333,5,2023-10-08,16,87395,4
22,83.18,90,73,31.0,5,2023-10-08,17,87395,4
31,76.02,93,70,25.2727,5,2023-10-08,18,87395,4
0,81.0,81,81,19.0,5,2023-10-08,19,87395,4
0,80.0,80,80,0.0,6,2023-10-08,21,87395,3
1342,100.24,129,81,62.0169,2,2023-10-09,7,87395,3
335,98.75,122,88,44.05,3,2023-10-09,8,87395,3
464,91.57,104,80,45.5167,3,2023-10-09,9,87395,3
365,94.57,109,87,51.55,3,2023-10-09,10,87395,3
1152,100.97,112,92,51.1,3,2023-10-09,11,87395,3
247,93.0,104,80,32.3833,4,2023-10-09,12,87395,3
1209,87.28,117,80,49.6167,4,2023-10-09,13,87395,3
1207,101.95,121,84,58.1167,4,2023-10-09,14,87395,3
1005,92.03,112,84,62.8,4,2023-10-09,15,87395,3
1879,104.42,115,95,58.6333,5,2023-10-09,16,87395,3
2830,107.57,116,74,80.2766,5,2023-10-09,17,87395,3
115,88.4,95,78,47.55,5,2023-10-09,18,87395,3
15,88.73,112,73,33.1833,5,2023-10-09,19,87395,3
19,105.72,114,96,54.8167,6,2023-10-09,20,87395,3
29,82.87,109,74,29.4333,6,2023-10-09,21,87395,3
1276,105.87,124,94,70.2692,2,2023-10-10,7,87395,3
2015,115.37,124,104,76.1167,3,2023-10-10,8,87395,3
246,97.22,102,89,44.5667,3,2023-10-10,9,87395,3
434,95.68,109,84,53.8833,3,2023-10-10,10,87395,3
1460,106.63,116,98,64.4167,3,2023-10-10,11,87395,3
1373,99.2,112,84,59.3167,4,2023-10-10,12,87395,3
42,88.42,107,74,29.9833,4,2023-10-10,13,87395,3
547,85.53,100,73,39.7833,4,2023-10-10,14,87395,3
557,95.85,102,86,54.6,4,2023-10-10,15,87395,3
3482,101.23,116,74,76.8333,5,2023-10-10,16,87395,3
2647,99.27,118,73,69.5333,5,2023-10-10,17,87395,3
32,101.1,111,91,39.3333,5,2023-10-10,18,87395,3
119,93.11,101,83,52.7692,5,2023-10-10,19,87395,3
0,70.0,70,70,7.33333,6,2023-10-10,21,87395,3
58,88.93,99,72,67.6667,2,2023-10-11,7,87395,3
410,99.35,107,94,57.3,3,2023-10-11,8,87395,3
150,111.5,119,105,65.4667,3,2023-10-11,9,87395,3
211,110.02,123,97,56.45,3,2023-10-11,10,87395,3
307,98.65,106,90,34.45,3,2023-10-11,11,87395,3
181,88.18,97,83,31.6167,4,2023-10-11,12,87395,3
104,89.67,94,82,54.0,4,2023-10-11,13,87395,3
0,80.0,80,80,0.0,4,2023-10-11,15,87395,3
0,80.0,80,80,25.0,3,2023-10-12,9,87395,3
612,99.41,107,91,65.5882,3,2023-10-12,10,87395,3
1233,104.28,119,90,67.3167,3,2023-10-12,11,87395,3
525,94.8,112,82,51.4,4,2023-10-12,12,87395,3
976,95.45,105,82,54.4833,4,2023-10-12,13,87395,3
1144,99.73,113,90,59.1667,4,2023-10-12,14,87395,3
1136,93.18,117,72,44.8167,4,2023-10-12,15,87395,3
2946,96.67,116,71,81.2167,5,2023-10-12,16,87395,3
671,100.78,108,90,68.2333,5,2023-10-12,17,87395,3
589,97.7,114,85,61.2,5,2023-10-12,18,87395,3
2379,100.75,118,81,63.5333,5,2023-10-12,19,87395,3
0,76.53,81,72,17.7,6,2023-10-12,20,87395,3
0,78.88,90,73,20.7833,6,2023-10-12,21,87395,3
1223,99.11,121,75,85.4444,3,2023-10-13,8,87395,3
129,94.75,106,85,42.8667,3,2023-10-13,9,87395,3
870,89.43,102,79,51.8833,3,2023-10-13,10,87395,3
1063,98.92,107,82,51.55,3,2023-10-13,11,87395,3
1002,95.75,107,82,56.3,4,2023-10-13,12,87395,3
2347,100.3,118,74,64.45,4,2023-10-13,13,87395,3
1571,95.58,116,73,55.0833,4,2023-10-13,14,87395,3
805,88.42,105,79,36.0,4,2023-10-13,15,87395,3
1391,92.8,108,78,54.0167,5,2023-10-13,16,87395,3
10,80.55,86,76,23.7833,5,2023-10-13,17,87395,3
103,78.55,87,71,27.5667,5,2023-10-13,18,87395,3
34,77.97,84,74,32.2833,5,2023-10-13,19,87395,3
1453,87.55,114,71,45.3333,6,2023-10-13,20,87395,3
2101,93.52,108,79,63.8,6,2023-10-13,21,87395,3
232,86.83,99,70,40.0727,3,2023-10-14,10,87395,4
1430,102.87,116,92,69.0667,3,2023-10-14,11,87395,4
945,90.52,108,80,40.45,4,2023-10-14,12,87395,4
1391,100.68,110,87,53.6833,4,2023-10-14,13,87395,4
125,80.9,94,73,24.5167,4,2023-10-14,14,87395,4
1840,99.85,127,86,62.3833,4,2023-10-14,15,87395,4
2878,110.45,122,92,70.05,5,2023-10-14,16,87395,4
1899,100.03,123,85,58.0833,5,2023-10-14,17,87395,4
62,79.42,89,71,23.4833,5,2023-10-14,18,87395,4
15,77.65,82,75,14.5667,5,2023-10-14,19,87395,4
52,85.12,104,75,34.113,6,2023-10-14,20,87395,3
52,82.02,89,74,44.581,6,2023-10-14,21,87395,3
281,80.75,90,77,38.2083,5,2023-10-15,16,87395,2
718,94.15,108,85,56.8333,5,2023-10-15,17,87395,2
48,81.62,92,74,36.1833,5,2023-10-15,18,87395,2
371,86.18,95,77,40.6167,5,2023-10-15,19,87395,2
64,86.27,93,79,51.2167,6,2023-10-15,20,87395,3
0,78.55,85,68,51.55,6,2023-10-15,21,87395,3
1861,101.82,121,86,61.3818,4,2023-10-16,15,87395,3
1085,87.0,100,79,43.4333,5,2023-10-16,16,87395,3
874,96.43,114,76,49.5833,5,2023-10-16,17,87395,3
13,80.45,87,71,22.6,5,2023-10-16,18,87395,3
0,83.45,92,73,42.2,5,2023-10-16,19,87395,3
10,88.92,98,80,29.45,6,2023-10-16,20,87395,3
29,88.58,101,83,49.9,6,2023-10-16,21,87395,3
1281,99.73,121,77,74.2973,2,2023-10-17,7,87395,3
424,99.43,120,89,35.6,3,2023-10-17,8,87395,3
202,94.03,107,88,44.3333,3,2023-10-17,9,87395,3
442,86.17,96,81,44.1667,3,2023-10-17,10,87395,3
1208,104.0,116,92,55.3833,3,2023-10-17,11,87395,3
1429,95.28,117,79,49.8,4,2023-10-17,12,87395,3
10,78.95,88,76,8.73333,4,2023-10-17,13,87395,3
11,81.18,91,75,14.3333,4,2023-10-17,14,87395,3
0,84.52,97,76,9.26667,4,2023-10-17,15,87395,3
15,81.85,95,77,17.2791,5,2023-10-17,16,87395,3
738,89.81,97,74,58.1905,5,2023-10-17,17,87395,3
849,97.87,109,86,54.9167,5,2023-10-17,18,87395,3
24,86.6,96,77,48.1167,5,2023-10-17,19,87395,3
652,89.23,106,77,43.5,6,2023-10-17,20,87395,3
0,78.52,90,74,14.8833,6,2023-10-17,21,87395,3
0,70.0,70,70,15.0,3,2023-10-18,9,87395,3
1668,104.8,120,70,75.1167,3,2023-10-18,11,87395,3
697,99.38,113,90,57.6833,4,2023-10-18,12,87395,3
877,101.9,115,91,47.65,4,2023-10-18,13,87395,3
280,96.55,104,89,44.5,4,2023-10-18,14,87395,3
276,90.6,97,81,45.8833,4,2023-10-18,15,87395,3
311,95.62,106,86,53.5667,5,2023-10-18,16,87395,3
1639,92.82,107,84,64.3,5,2023-10-18,17,87395,3
559,93.22,112,84,43.0667,5,2023-10-18,18,87395,3
13,82.47,88,80,22.6,5,2023-10-18,19,87395,3
0,80.47,87,76,18.75,6,2023-10-18,20,87395,3
21,77.2,81,74,16.1333,6,2023-10-18,21,87395,3
0,80.0,80,80,0.0,3,2023-10-19,9,87395,3
1476,106.18,126,67,84.6579,3,2023-10-19,11,87395,3
351,96.73,104,89,51.2667,4,2023-10-19,12,87395,3
838,98.48,114,86,55.7167,4,2023-10-19,13,87395,3
1605,99.11,117,83,61.3939,4,2023-10-19,14,87395,3
2524,96.44,117,77,50.5806,4,2023-10-19,15,87395,3
23,76.63,85,73,12.0667,5,2023-10-19,16,87395,3
16,75.05,86,70,21.3333,5,2023-10-19,17,87395,3
56,81.58,86,75,37.9667,5,2023-10-19,18,87395,3
67,79.18,88,72,27.9833,5,2023-10-19,19,87395,3
0,84.03,88,81,20.0333,6,2023-10-19,20,87395,3
12,89.12,95,85,30.2667,6,2023-10-19,21,87395,3
58,87.05,103,61,37.3846,2,2023-10-20,7,87395,3
1502,106.57,121,97,69.45,3,2023-10-20,8,87395,3
127,99.61,119,90,43.2239,3,2023-10-20,9,87395,3
50,84.67,93,78,41.05,3,2023-10-20,10,87395,3
1402,91.17,100,78,52.0833,3,2023-10-20,11,87395,3
1525,91.9,109,80,51.038,4,2023-10-20,12,87395,3
662,86.43,116,71,34.6667,4,2023-10-20,13,87395,3
12,77.1,84,72,9.28333,4,2023-10-20,14,87395,3
45,74.33,88,70,18.0833,4,2023-10-20,15,87395,3
3249,93.77,112,72,84.95,5,2023-10-20,16,87395,3
1812,95.93,105,89,53.0833,5,2023-10-20,17,87395,3
2227,106.9,117,96,69.05,5,2023-10-20,18,87395,3
17,81.87,100,73,21.7333,5,2023-10-20,19,87395,3
12,87.03,96,79,51.5833,6,2023-10-20,20,87395,3
29,83.7,92,76,41.4333,6,2023-10-20,21,87395,3
0,80.0,80,80,0.0,3,2023-10-21,9,87395,3
0,84.91,92,71,43.3864,3,2023-10-21,11,87395,3
112,80.77,90,76,43.45,4,2023-10-21,12,87395,3
175,91.98,107,84,51.0167,4,2023-10-21,13,87395,3
80,85.27,93,79,56.2833,4,2023-10-21,14,87395,3
39,91.15,97,85,54.5833,4,2023-10-21,15,87395,3
163,90.53,106,75,48.1667,5,2023-10-21,16,87395,3
116,86.83,108,72,42.25,5,2023-10-21,17,87395,3
2454,97.92,115,84,78.05,5,2023-10-21,18,87395,3
293,87.48,93,83,36.2333,5,2023-10-21,19,87395,3
2097,95.27,117,85,67.1,6,2023-10-21,20,87395,3
550,91.48,108,78,48.6667,6,2023-10-21,21,87395,3
54,83.13,91,73,25.6562,3,2023-10-22,9,87395,3
144,88.13,96,80,46.3286,3,2023-10-22,10,87395,3
626,95.9,112,84,59.5833,3,2023-10-22,11,87395,3
56,87.56,98,80,60.0111,4,2023-10-22,12,87395,3
26,81.38,96,75,57.1,4,2023-10-22,13,87395,3
57,86.3,93,76,41.45,4,2023-10-22,14,87395,3
81,86.1,99,77,44.4333,4,2023-10-22,15,87395,3
53,91.42,103,78,41.7833,5,2023-10-22,16,87395,3
0,70.87,77,68,0.883333,5,2023-10-22,17,87395,3
12,80.53,89,71,50.85,5,2023-10-22,18,87395,3
36,80.44,84,75,41.825,5,2023-10-22,19,87395,3
0,80.0,80,80,0.0,6,2023-10-22,21,87395,3
1261,101.74,120,73,100.474,2,2023-10-23,7,87395,3
348,98.63,120,87,39.2833,3,2023-10-23,8,87395,3
275,86.38,99,78,37.3333,3,2023-10-23,9,87395,3
541,88.3,105,80,42.15,3,2023-10-23,10,87395,3
930,96.18,112,81,51.3667,3,2023-10-23,11,87395,3
188,82.38,90,77,35.75,4,2023-10-23,12,87395,3
1390,81.38,107,72,46.7667,4,2023-10-23,13,87395,3
940,91.25,113,78,52.6333,4,2023-10-23,14,87395,3
0,76.58,96,69,13.3667,4,2023-10-23,15,87395,3
20,70.97,77,65,5.65,5,2023-10-23,16,87395,3
28,69.15,83,66,7.51667,5,2023-10-23,17,87395,3
33,78.53,97,69,34.1333,5,2023-10-23,18,87395,3
13,92.25,104,86,53.85,5,2023-10-23,19,87395,3
18,84.92,105,70,34.15,6,2023-10-23,20,87395,3
0,76.65,83,71,44.9667,6,2023-10-23,21,87395,3
1314,111.23,125,100,87.2667,2,2023-10-24,7,87395,4
171,114.22,118,111,67.2222,3,2023-10-24,8,87395,4
47,90.11,98,80,55.2222,3,2023-10-25,9,87395,3
95,90.58,104,76,48.7143,3,2023-10-25,10,87395,3
1460,105.18,122,94,75.05,3,2023-10-25,11,87395,3
438,92.25,106,82,50.6,4,2023-10-25,12,87395,3
859,101.87,114,90,57.5667,4,2023-10-25,13,87395,3
347,87.47,105,77,44.9,4,2023-10-25,14,87395,3
401,96.02,110,85,45.6,4,2023-10-25,15,87395,3
450,87.8,99,75,36.6333,5,2023-10-25,16,87395,3
672,86.4,112,74,37.25,5,2023-10-25,17,87395,3
867,91.6,109,75,39.0833,5,2023-10-25,18,87395,3
134,75.8,84,73,26.8667,5,2023-10-25,19,87395,3
17,81.72,100,70,29.6333,6,2023-10-25,20,87395,3
74,85.52,98,69,57.65,6,2023-10-25,21,87395,3
0,80.0,80,80,0.0,3,2023-10-26,9,87395,3
1260,108.9,124,91,80.4138,3,2023-10-26,11,87395,3
236,93.55,105,83,49.9333,4,2023-10-26,12,87395,3
520,100.2,114,87,50.6,4,2023-10-26,13,87395,3
1994,97.29,122,84,58.4595,4,2023-10-26,14,87395,3
2862,106.96,125,84,63.8367,4,2023-10-26,15,87395,3
0,83.9,95,79,21.74,6,2023-10-26,21,87395,3
1087,86.12,102,75,61.3939,4,2023-10-28,12,87395,3
28,87.48,109,77,30.1667,4,2023-10-28,13,87395,3
13,92.84,101,82,44.2321,4,2023-10-28,14,87395,3
65,89.0,102,80,37.1,4,2023-10-28,15,87395,3
66,75.4,82,71,27.1,5,2023-10-28,16,87395,3
81,77.73,89,73,25.9333,5,2023-10-28,17,87395,3
0,70.57,82,67,14.5833,5,2023-10-28,18,87395,3
0,71.23,75,67,13.6,5,2023-10-28,19,87395,3
0,69.13,77,65,14.175,6,2023-10-28,20,87395,3
0,70.0,70,70,1.33333,6,2023-10-28,21,87395,3
0,80.0,80,80,0.0,6,2023-10-30,21,87395,3
1214,92.88,113,64,84.48,2,2023-10-31,7,87395,3
930,110.88,123,96,61.7667,3,2023-10-31,8,87395,3
126,90.5,105,84,33.5167,3,2023-10-31,9,87395,3
510,87.35,94,81,45.9833,3,2023-10-31,10,87395,3
533,93.5,108,85,50.4833,3,2023-10-31,11,87395,3
642,84.45,100,75,43.9333,4,2023-10-31,12,87395,3
603,91.37,99,84,41.5333,4,2023-10-31,13,87395,3
1183,90.05,114,72,43.95,4,2023-10-31,14,87395,3
0,70.8,83,64,10.05,4,2023-10-31,15,87395,3
0,69.77,73,68,2.88333,5,2023-10-31,16,87395,3
0,68.25,72,67,4.03333,5,2023-10-31,17,87395,3
0,80.0,80,80,0.0,3,2023-11-01,9,87395,3
79,81.0,90,70,53.8824,3,2023-11-01,11,87395,3
112,91.62,98,84,49.7333,4,2023-11-01,12,87395,3
39,91.33,100,83,45.5778,4,2023-11-01,13,87395,3
0,80.0,80,80,0.0,4,2023-11-01,14,87395,3
51,70.33,77,65,24.6667,4,2023-11-01,15,87395,3
70,78.88,97,66,41.5833,5,2023-11-01,16,87395,3
42,84.0,98,77,46.3167,5,2023-11-01,17,87395,3
29,83.8,91,78,43.2333,5,2023-11-01,18,87395,3
51,81.98,90,76,51.1,5,2023-11-01,19,87395,3
28,72.25,85,65,30.0667,6,2023-11-01,20,87395,3
56,85.82,97,74,44.5,6,2023-11-01,21,87395,3
1296,93.28,123,67,22.4679,3,2023-11-03,8,87395,3
182,94.57,111,85,16.6694,3,2023-11-03,9,87395,3
360,85.54,97,76,25.2473,3,2023-11-03,10,87395,3
672,89.92,102,76,46.9667,3,2023-11-03,11,87395,3
115,86.03,95,79,36.5167,4,2023-11-03,12,87395,3
742,79.88,90,74,39.2833,4,2023-11-03,13,87395,3
792,96.92,111,85,50.8667,4,2023-11-03,14,87395,3
31,82.35,92,73,32.4667,4,2023-11-03,15,87395,3
573,77.65,88,70,34.8333,5,2023-11-03,16,87395,3
912,86.75,106,75,42.4833,5,2023-11-03,17,87395,3
575,90.9,103,81,50.5,5,2023-11-03,18,87395,3
0,80.0,80,80,0.0,3,2023-11-04,9,87395,4
996,88.57,97,68,58.027,3,2023-11-04,11,87395,4
1634,93.03,109,84,53.9,4,2023-11-04,12,87395,4
1283,103.33,113,93,68.35,4,2023-11-04,13,87395,4
1408,94.67,112,83,53.6,4,2023-11-04,14,87395,4
1518,103.25,113,94,62.4667,4,2023-11-04,15,87395,4
1440,94.4,107,82,55.0333,5,2023-11-04,16,87395,4
203,98.57,121,81,53.7,5,2023-11-04,17,87395,4
459,88.3,103,77,59.8333,5,2023-11-04,18,87395,4
2839,96.2,113,88,74.2545,5,2023-11-04,19,87395,4
3116,96.8,115,75,54.8667,6,2023-11-04,20,87395,4
1993,99.04,121,78,48.7826,6,2023-11-04,21,87395,4
0,72.17,75,69,27.3333,2,2023-11-05,7,87395,5
0,81.17,90,75,28.8833,3,2023-11-05,8,87395,5
0,88.3,96,81,39.8833,3,2023-11-05,9,87395,5
0,78.69,87,70,34.7,3,2023-11-05,10,87395,5
847,91.79,105,78,58.0465,4,2023-11-05,13,87395,5
43,78.7,92,67,21.7833,4,2023-11-05,14,87395,5
24,79.67,84,73,33.2,4,2023-11-05,15,87395,5
0,87.28,97,81,35.325,5,2023-11-05,16,87395,5
0,80.0,80,80,0.0,6,2023-11-05,21,87395,5
1304,113.05,120,103,96.2727,2,2023-11-06,7,87395,4
303,102.32,119,91,34.9833,3,2023-11-06,8,87395,4
252,93.37,100,85,43.7,3,2023-11-06,9,87395,4
274,82.65,94,73,39.75,3,2023-11-06,10,87395,4
552,90.95,105,78,47.75,3,2023-11-06,11,87395,4
857,95.08,108,81,50.9833,4,2023-11-06,12,87395,4
1535,90.07,112,72,59.3167,4,2023-11-06,13,87395,4
1170,90.85,117,65,42.8333,4,2023-11-06,14,87395,4
0,70.73,75,67,3.56667,4,2023-11-06,15,87395,4
334,73.63,104,65,22.5167,5,2023-11-06,16,87395,4
1799,104.62,119,95,60.7,5,2023-11-06,17,87395,4
66,92.58,108,78,40.1833,5,2023-11-06,18,87395,4
0,88.93,96,82,25.9167,5,2023-11-06,19,87395,4
0,87.3,101,77,32.8833,6,2023-11-06,20,87395,4
563,93.2,114,73,43.0833,6,2023-11-06,21,87395,4
1307,96.68,113,64,87.9286,2,2023-11-07,7,87395,3
1395,102.97,111,87,58.7167,3,2023-11-07,8,87395,3
55,86.65,100,80,31.45,3,2023-11-07,9,87395,3
420,83.52,94,73,39.0833,3,2023-11-07,10,87395,3
391,92.35,101,81,45.7333,3,2023-11-07,11,87395,3
1074,95.18,105,89,60.0833,4,2023-11-07,12,87395,3
1924,97.52,117,70,55.5,4,2023-11-07,13,87395,3
44,78.48,92,70,17.4,4,2023-11-07,14,87395,3
0,76.53,89,72,11.65,4,2023-11-07,15,87395,3
1169,86.8,111,71,44.05,5,2023-11-07,16,87395,3
1520,103.28,121,97,57.6167,5,2023-11-07,17,87395,3
149,91.92,116,70,32.3,5,2023-11-07,18,87395,3
64,81.7,96,69,30.3833,5,2023-11-07,19,87395,3
0,81.38,90,70,34.6,6,2023-11-07,20,87395,3
0,81.4,93,73,27.3167,6,2023-11-07,21,87395,3
0,88.1,109,78,17.5333,3,2023-11-08,9,87395,4
0,63.86,66,61,54.5714,3,2023-11-08,10,87395,4
1716,109.28,131,69,78.5833,3,2023-11-08,11,87395,4
412,97.75,112,87,57.4167,4,2023-11-08,12,87395,4
827,104.85,115,98,55.4,4,2023-11-08,13,87395,4
687,96.73,105,89,54.4167,4,2023-11-08,14,87395,4
432,103.5,109,99,56.8167,4,2023-11-08,15,87395,4
519,96.47,105,88,51.4667,5,2023-11-08,16,87395,4
1175,88.52,119,77,53.4,5,2023-11-08,17,87395,4
512,88.72,111,74,29.25,5,2023-11-08,18,87395,4
1860,100.78,114,78,68.3333,5,2023-11-08,19,87395,4
0,81.62,88,75,26.9833,6,2023-11-08,20,87395,4
0,80.42,89,72,25.95,6,2023-11-08,21,87395,4
0,80.0,80,80,0.0,3,2023-11-09,9,87395,3
1240,93.19,110,63,72.9535,3,2023-11-09,11,87395,3
462,94.9,105,88,45.1667,4,2023-11-09,12,87395,3
491,93.55,103,84,40.6667,4,2023-11-09,13,87395,3
248,93.43,102,88,41.4833,4,2023-11-09,14,87395,3
1975,102.62,117,85,61.45,4,2023-11-09,15,87395,3
40,83.55,92,75,30.25,5,2023-11-09,16,87395,3
183,82.57,110,75,42.6333,5,2023-11-09,17,87395,3
2967,98.67,116,80,67.4667,5,2023-11-09,18,87395,3
1086,89.6,107,77,43.3667,5,2023-11-09,19,87395,3
2333,99.17,119,83,61.6,6,2023-11-09,20,87395,3
0,77.32,87,70,16.2833,6,2023-11-09,21,87395,3
1396,100.84,122,64,75.0222,3,2023-11-10,8,87395,2
206,99.97,122,89,38.4,3,2023-11-10,9,87395,2
439,98.58,111,89,49.7167,3,2023-11-10,10,87395,2
675,104.35,115,92,47.0167,3,2023-11-10,11,87395,2
552,98.42,109,89,42.6333,4,2023-11-10,12,87395,2
1891,103.29,118,90,69.4186,4,2023-11-10,13,87395,2
1065,80.79,95,61,51.0256,4,2023-11-10,14,87395,2
1336,93.67,124,77,46.9833,4,2023-11-10,15,87395,2
18,81.25,88,76,25.7,5,2023-11-10,16,87395,2
39,81.45,91,74,32.4333,5,2023-11-10,17,87395,2
1974,94.08,114,81,51.9,5,2023-11-10,18,87395,2
1006,91.58,108,81,44.4667,5,2023-11-10,19,87395,2
0,89.0,93,86,32.8182,6,2023-11-10,20,87395,2
15,83.95,90,72,26.381,3,2023-11-11,9,87395,3
24,83.03,91,76,30.6167,3,2023-11-11,10,87395,3
0,89.42,104,80,35.6833,3,2023-11-11,11,87395,3
69,86.22,102,70,32.3667,4,2023-11-11,12,87395,3
17,76.72,87,69,33.6154,4,2023-11-11,13,87395,3
1,74.5,75,74,44.5,4,2023-11-11,14,87395,3
0,82.13,94,68,33.4833,4,2023-11-11,15,87395,3
41,76.88,88,70,27.2333,5,2023-11-11,16,87395,3
18,84.38,93,77,41.2667,5,2023-11-11,17,87395,3
22,84.38,89,75,40.3333,5,2023-11-11,18,87395,3
41,79.13,92,73,44.1875,5,2023-11-11,19,87395,3
0,80.0,80,80,0.0,6,2023-11-11,21,87395,3
0,80.0,80,80,0.0,3,2023-11-12,9,87395,3
2789,102.53,130,74,83.7193,4,2023-11-12,15,87395,3
4805,114.93,130,97,99.7667,5,2023-11-12,16,87395,3
189,92.62,101,81,41.0667,5,2023-11-12,17,87395,3
0,75.9,90,70,18.4167,5,2023-11-12,18,87395,3
61,84.92,93,71,37.7833,5,2023-11-12,19,87395,3
11,83.12,90,78,23.7,6,2023-11-12,20,87395,3
0,80.98,89,76,28.6939,6,2023-11-12,21,87395,3
0,80.0,80,80,25.0,6,2023-11-14,21,87395,3
0,80.0,80,80,0.0,3,2023-11-15,10,87395,4
1582,109.44,121,92,85.38,3,2023-11-15,11,87395,4
412,99.45,119,92,40.5833,4,2023-11-15,12,87395,4
828,105.5,116,97,48.4,4,2023-11-15,13,87395,4
160,96.07,103,88,36.0167,4,2023-11-15,14,87395,4
1109,106.58,123,92,59.8667,4,2023-11-15,15,87395,4
1110,93.78,109,80,41.3,5,2023-11-15,16,87395,4
1784,91.88,104,82,52.8833,5,2023-11-15,17,87395,4
940,95.47,114,82,49.05,5,2023-11-15,18,87395,4
1155,98.07,120,83,41.4,5,2023-11-15,19,87395,4
0,87.63,93,75,18.4167,6,2023-11-15,20,87395,4
662,87.23,94,82,33.45,6,2023-11-15,21,87395,4
0,80.0,80,80,0.0,3,2023-11-16,9,87395,3
757,96.82,112,88,55.3158,3,2023-11-16,10,87395,3
1636,106.0,116,91,62.5167,3,2023-11-16,11,87395,3
270,90.63,96,84,39.9167,4,2023-11-16,12,87395,3
584,96.62,108,84,49.7333,4,2023-11-16,13,87395,3
329,96.08,114,85,39.3175,4,2023-11-16,14,87395,3
508,89.25,101,80,23.2667,4,2023-11-16,15,87395,3
1234,96.58,108,88,48.0825,5,2023-11-16,16,87395,3
279,97.97,115,84,32.6833,5,2023-11-16,17,87395,3
318,83.79,94,79,34.1864,5,2023-11-16,18,87395,3
770,96.08,108,85,87.3333,5,2023-11-16,19,87395,3
0,77.86,84,69,28.8475,6,2023-11-16,20,87395,3
0,86.33,93,80,25.7667,6,2023-11-16,21,87395,3
1341,102.09,121,83,77.1778,3,2023-11-17,8,87395,4
445,96.42,107,90,42.1,3,2023-11-17,9,87395,4
216,88.58,101,80,40.1333,3,2023-11-17,10,87395,4
718,99.08,114,83,50.0333,3,2023-11-17,11,87395,4
1396,98.15,113,89,60.9833,4,2023-11-17,12,87395,4
873,88.48,119,71,34.0,4,2023-11-17,13,87395,4
0,81.48,89,74,15.85,4,2023-11-17,14,87395,4
435,90.82,103,79,48.9667,4,2023-11-17,15,87395,4
2116,98.45,114,86,65.6,5,2023-11-17,16,87395,4
398,100.03,106,89,63.9333,5,2023-11-17,17,87395,4
313,89.5,102,82,51.25,5,2023-11-17,18,87395,4
1028,91.15,115,77,55.8833,5,2023-11-17,19,87395,4
1761,108.28,121,91,76.5897,6,2023-11-17,20,87395,4
0,80.0,80,80,0.0,3,2023-11-18,9,87395,2
361,68.38,77,62,85.75,3,2023-11-18,11,87395,2
941,93.53,111,82,51.3167,4,2023-11-18,12,87395,2
98,88.25,98,79,29.0833,4,2023-11-18,13,87395,2
11,84.18,91,81,41.9167,4,2023-11-18,14,87395,2
1247,95.77,112,82,61.0833,4,2023-11-18,15,87395,2
799,94.95,111,79,56.1026,5,2023-11-18,16,87395,2
1168,101.09,106,94,78.2,2,2023-11-21,7,87395,3
1388,104.95,114,98,71.6,3,2023-11-21,8,87395,3
102,94.23,107,83,33.45,3,2023-11-21,9,87395,3
371,95.87,107,82,42.2239,3,2023-11-21,10,87395,3
1280,99.4,110,84,47.2667,3,2023-11-21,11,87395,3
2597,98.53,120,87,56.5269,4,2023-11-21,12,87395,3
53,83.05,111,70,21.8167,4,2023-11-21,13,87395,3
1041,84.73,103,73,42.2333,4,2023-11-21,14,87395,3
1632,97.25,109,82,56.0833,4,2023-11-21,15,87395,3
1621,95.03,112,82,55.65,5,2023-11-21,16,87395,3
1085,94.4,107,84,47.95,5,2023-11-21,17,87395,3
13,81.27,89,74,10.3833,5,2023-11-21,18,87395,3
25,81.6,89,75,22.4167,5,2023-11-21,19,87395,3
70,83.3,93,77,28.1667,6,2023-11-21,20,87395,3
